ticker,cik,filing_date,filing_year,word_count,total_ai_keywords,ai_intensity,artificial intelligence,machine learning,deep learning,neural network,natural language processing,computer vision,generative ai,large language model,chatgpt,automation,algorithmic,predictive analytics,data science,ai-powered,ai-driven,intelligent automation
A,0001090872,2018-12-20,2018,68515,7,1.0216740859665767,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
APD,0000002969,2025-11-20,2025,78537,6,0.7639711218915926,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
APD,0000002969,2024-11-21,2024,71814,5,0.6962430723814298,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
APD,0000002969,2023-11-16,2023,68814,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APD,0000002969,2022-11-22,2022,69557,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APD,0000002969,2021-11-18,2021,65704,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APD,0000002969,2020-11-19,2020,69400,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APD,0000002969,2019-11-26,2019,71956,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APD,0000002969,2018-11-20,2018,76202,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABNB,0001559720,2025-02-13,2025,67000,22,3.283582089552239,9,9,0,0,0,0,3,0,0,0,1,0,0,0,0,0
ABNB,0001559720,2024-02-16,2024,93075,24,2.5785656728444803,4,17,0,0,0,0,1,0,0,1,1,0,0,0,0,0
ABNB,0001559720,2023-02-17,2023,95520,15,1.57035175879397,5,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0
AKAM,0001086222,2025-02-24,2025,59223,15,2.5327997568512233,6,2,0,0,0,0,2,0,0,3,0,0,0,2,0,0
AKAM,0001086222,2024-02-28,2024,58267,4,0.6864949285187155,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AKAM,0001086222,2023-02-28,2023,59888,1,0.16697835960459526,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AKAM,0001086222,2022-02-28,2022,56896,1,0.17575928008998876,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AKAM,0001086222,2021-02-26,2021,54613,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKAM,0001086222,2020-02-28,2020,55317,1,0.18077625323137553,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AKAM,0001086222,2019-02-28,2019,53796,2,0.371774853148933,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ALB,0000915913,2026-02-11,2026,103121,4,0.3878938334577826,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ALB,0000915913,2025-03-31,2025,1543,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALB,0000915913,2025-02-12,2025,102235,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALB,0000915913,2024-03-28,2024,1476,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALB,0000915913,2024-02-15,2024,98450,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALB,0000915913,2023-04-21,2023,1366,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALB,0000915913,2023-02-15,2023,94697,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALB,0000915913,2023-01-26,2023,14175,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALB,0000915913,2022-03-02,2022,12921,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALB,0000915913,2022-02-22,2022,89670,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALB,0000915913,2021-02-19,2021,80947,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALB,0000915913,2020-04-15,2020,1325,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALB,0000915913,2020-02-26,2020,79999,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALB,0000915913,2019-02-27,2019,80117,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALB,0000915913,2018-02-28,2018,82393,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARE,0001035443,2026-01-26,2026,131978,7,0.5303914288745094,2,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0
ARE,0001035443,2025-01-27,2025,126531,7,0.5532241110874015,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ARE,0001035443,2024-01-29,2024,122871,3,0.2441585077032009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARE,0001035443,2023-01-30,2023,122372,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARE,0001035443,2022-01-31,2022,123994,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARE,0001035443,2021-02-01,2021,123930,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARE,0001035443,2020-02-04,2020,133108,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGN,0001097149,2025-02-28,2025,61522,5,0.8127174019050096,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGN,0001097149,2024-02-28,2024,59603,8,1.3422143180712378,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGN,0001097149,2023-02-27,2023,59658,5,0.838110563545543,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGN,0001097149,2022-02-25,2022,62520,2,0.3198976327575176,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ALGN,0001097149,2021-02-26,2021,63245,1,0.15811526602893508,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ALGN,0001097149,2020-02-28,2020,59718,5,0.8372684952610603,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ALGN,0001097149,2019-02-28,2019,59011,4,0.6778397247970718,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ALGN,0001097149,2018-02-28,2018,57343,4,0.697556807282493,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ALLE,0001579241,2025-02-18,2025,52106,5,0.9595823897439834,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALLE,0001579241,2024-02-20,2024,52203,5,0.9577993601900273,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ALLE,0001579241,2023-02-22,2023,54760,2,0.36523009495982467,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALLE,0001579241,2022-02-15,2022,53950,2,0.3707136237256719,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALLE,0001579241,2021-02-16,2021,56510,1,0.1769598301185631,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ALLE,0001579241,2020-02-18,2020,59517,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALLE,0001579241,2019-02-19,2019,59182,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALLE,0001579241,2018-02-20,2018,57370,1,0.17430712916158272,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LNT,0000352541,2025-02-21,2025,84196,5,0.5938524395458217,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
LNT,0000352541,2024-02-16,2024,82068,3,0.3655505190817371,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
LNT,0000352541,2023-02-24,2023,80110,1,0.12482836100362002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LNT,0000352541,2022-02-18,2022,78785,1,0.12692771466649744,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LNT,0000352541,2021-02-19,2021,77630,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNT,0000352541,2020-02-21,2020,79130,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNT,0000352541,2019-02-22,2019,75732,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNT,0000352541,2018-02-23,2018,86837,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALL,0000899051,2025-02-24,2025,119096,10,0.8396587626788473,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ALL,0000899051,2024-02-21,2024,127637,3,0.23504156318308955,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALL,0000899051,2023-02-16,2023,123804,2,0.16154566896061517,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALL,0000899051,2022-02-18,2022,124180,1,0.08052826542116283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ALL,0000899051,2021-02-22,2021,142512,1,0.07016952958347367,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ALL,0000899051,2020-02-21,2020,156103,1,0.06406026790004035,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ALL,0000899051,2019-02-15,2019,159747,1,0.06259898464446907,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ALL,0000899051,2018-02-26,2018,156241,1,0.06400368661234887,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GOOGL,0001652044,2026-02-05,2026,55923,10,1.7881730236217657,3,1,0,0,0,0,2,0,0,0,2,0,0,2,0,0
GOOGL,0001652044,2025-02-05,2025,56501,10,1.7698801791118741,2,1,0,0,0,0,4,1,0,0,1,0,0,1,0,0
GOOGL,0001652044,2024-01-31,2024,54909,13,2.3675535886648817,3,2,1,1,0,0,4,0,0,0,1,0,0,1,0,0
GOOGL,0001652044,2023-02-03,2023,51821,7,1.3508037282182899,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0
GOOG,0001652044,2026-02-05,2026,55923,10,1.7881730236217657,3,1,0,0,0,0,2,0,0,0,2,0,0,2,0,0
GOOG,0001652044,2025-02-05,2025,56501,10,1.7698801791118741,2,1,0,0,0,0,4,1,0,0,1,0,0,1,0,0
GOOG,0001652044,2024-01-31,2024,54909,13,2.3675535886648817,3,2,1,1,0,0,4,0,0,0,1,0,0,1,0,0
GOOG,0001652044,2023-02-03,2023,51821,7,1.3508037282182899,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0
MO,0000764180,2025-06-04,2025,1262,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,0000764180,2025-02-26,2025,84355,6,0.7112797107462511,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,0000764180,2024-06-05,2024,1248,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,0000764180,2024-02-27,2024,79538,3,0.37717820412884406,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,0000764180,2023-06-01,2023,1232,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,0000764180,2023-02-27,2023,80022,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,0000764180,2022-06-01,2022,1169,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,0000764180,2022-02-25,2022,84677,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,0000764180,2021-05-26,2021,1162,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,0000764180,2021-02-26,2021,88493,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,0000764180,2020-05-19,2020,1137,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,0000764180,2020-02-25,2020,87097,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,0000764180,2019-05-29,2019,1093,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,0000764180,2019-02-26,2019,77673,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,0000764180,2018-05-31,2018,1175,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,0000764180,2018-02-27,2018,85164,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMZN,0001018724,2026-02-06,2026,45194,45,9.957073947869187,29,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AMZN,0001018724,2025-02-07,2025,44546,22,4.938715036142415,13,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AMZN,0001018724,2024-02-02,2024,45051,15,3.329559832190184,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMZN,0001018724,2023-02-03,2023,42775,7,1.6364699006428989,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMZN,0001018724,2022-02-04,2022,40484,7,1.729078154332576,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMZN,0001018724,2021-02-03,2021,40691,6,1.4745275368017499,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMZN,0001018724,2020-01-31,2020,44230,4,0.9043635541487678,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMCR,0001748790,2025-08-15,2025,67424,1,0.14831514000949217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMCR,0001748790,2024-08-16,2024,59681,1,0.16755751411672054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMCR,0001748790,2023-08-17,2023,57119,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMCR,0001748790,2022-08-18,2022,56901,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMCR,0001748790,2021-08-24,2021,57274,1,0.17459929461884974,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AMCR,0001748790,2020-08-27,2020,62016,2,0.3224974200206398,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AMCR,0001748790,2019-09-03,2019,54359,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEE,0001002910,2025-02-18,2025,127059,6,0.47222156635893564,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEE,0001002910,2024-02-29,2024,128110,2,0.1561158379517602,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEE,0001002910,2023-02-22,2023,128130,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEE,0001002910,2022-02-23,2022,123629,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEE,0001002910,2021-02-22,2021,118163,1,0.08462886013388286,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AEE,0001002910,2020-02-28,2020,115103,1,0.08687870863487486,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AEE,0001002910,2019-02-26,2019,111717,1,0.08951189165480634,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AEE,0001002910,2018-02-28,2018,110478,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEP,0000004904,2026-02-12,2026,203394,2,0.09833131754132374,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEP,0000004904,2025-02-13,2025,208796,2,0.09578727561830687,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEP,0000004904,2024-02-26,2024,201661,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEP,0000004904,2023-02-23,2023,227973,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEP,0000004904,2022-02-24,2022,221539,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEP,0000004904,2021-02-25,2021,217412,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEP,0000004904,2020-02-20,2020,68010,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEP,0000004904,2019-02-21,2019,44574,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AXP,0000004962,2026-02-06,2026,100184,13,1.2976123931965184,1,1,0,0,0,0,8,0,0,3,0,0,0,0,0,0
AXP,0000004962,2025-02-07,2025,100100,50,4.995004995004995,34,12,0,0,0,0,1,0,0,3,0,0,0,0,0,0
AXP,0000004962,2024-02-09,2024,97781,33,3.3748887820742275,19,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AXP,0000004962,2023-02-10,2023,92682,10,1.0789581580026326,5,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AXP,0000004962,2022-02-11,2022,92785,8,0.8622083310879991,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AXP,0000004962,2021-02-12,2021,92463,9,0.9733623179001331,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AXP,0000004962,2020-02-13,2020,94054,4,0.4252876007400004,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AXP,0000004962,2019-02-13,2019,112336,3,0.26705597493234584,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIG,0000005272,2026-02-12,2026,130235,16,1.2285483932890544,13,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
AIG,0000005272,2025-02-13,2025,152558,18,1.1798791279382268,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
