facility_id,facility_name,total_emissions,naics_code,state,latitude,longitude,year,parent_company,ownership_pct,clean_parent,ticker
1002698,AIR PRODUCTS & CHEMICALS INC - Geismar SMR,59183.0,325120.0,LA,30.183808,-90.9876,2010,AIR PRODUCTS & CHEMICALS INC,100.0,AIR PRODUCTS & CHEMICALS INC,APD
1003009,AIR PRODUCTS & CHEMICALS INC - INDUSTRIAL GAS PRODUCTION FACILITY,313434.22,325120.0,LA,30.029033,-89.900517,2010,AIR PRODUCTS & CHEMICALS INC,100.0,AIR PRODUCTS & CHEMICALS INC,APD
1002121,AIR PRODUCTS & CHEMICALS INC MARTINEZ WATERFRONT ROAD,810408.2,325120.0,CA,38.026667,-122.067222,2010,AIR PRODUCTS & CHEMICALS INC,100.0,AIR PRODUCTS & CHEMICALS INC,APD
1002122,"AIR PRODUCTS & CHEMICALS, INC, Tesoro Martinez",250407.56,325120.0,CA,38.026667,-122.067222,2010,AIR PRODUCTS & CHEMICALS INC,100.0,AIR PRODUCTS & CHEMICALS INC,APD
1005809,AIR PRODUCTS AND CHEMICALS INC - CATLETTSBURG HYDROGEN PLANT,256244.3,325120.0,KY,38.384444,-82.598528,2010,AIR PRODUCTS & CHEMICALS INC,100.0,AIR PRODUCTS & CHEMICALS INC,APD
1002727,AIR PRODUCTS AND CHEMICALS INC - GARYVILLE,859226.0,325120.0,LA,30.075832,-90.624885,2010,AIR PRODUCTS & CHEMICALS INC,100.0,AIR PRODUCTS & CHEMICALS INC,APD
1002123,AIR PRODUCTS AND CHEMICALS INCORPORATED,47124.4,325120.0,CA,38.529722,-121.398889,2010,AIR PRODUCTS & CHEMICALS INC,100.0,AIR PRODUCTS & CHEMICALS INC,APD
1002430,AIR PRODUCTS BAYTOWN PLANT,521749.816,325120.0,TX,29.757778,-95.023056,2010,AIR PRODUCTS & CHEMICALS INC,100.0,AIR PRODUCTS & CHEMICALS INC,APD
1002257,AIR PRODUCTS CARSON HYDROGEN PLANT,620797.9,325120.0,CA,33.812778,-118.231389,2010,AIR PRODUCTS & CHEMICALS INC,100.0,AIR PRODUCTS & CHEMICALS INC,APD
1002435,AIR PRODUCTS WILMINGTON HYDROGEN PLANT,677726.7,325120.0,CA,33.780833,-118.241111,2010,AIR PRODUCTS & CHEMICALS INC,100.0,AIR PRODUCTS & CHEMICALS INC,APD
1006088,AKRON REGIONAL LANDFILL *,7467.479175,562212.0,OH,41.151282,-81.559298,2010,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT INC,WM
1007272,ALADDIN MILLS - ANTIOCH RD PLA NT,50319.414,314110.0,GA,34.73559,-84.94996,2010,MOHAWK INDUSTRIES INC,100.0,MOHAWK INDUSTRIES INC,MHK
1003402,ALBEMARLE CORPORATION HOUSTON PLANT,85377.0,325199.0,TX,29.742498,-95.165513,2010,ALBEMARLE CORP,100.0,ALBEMARLE CORP,ALB
1004307,ALBEMARLE CORPORATION-SOUTH PLANT,83600.95,325188.0,AR,33.1756,-93.2169,2010,ALBEMARLE CORP,100.0,ALBEMARLE CORP,ALB
1005862,ALLEGANY BALLISTICS LABORATORY,27716.636,336415.0,WV,39.3972662,-78.9966888,2010,NORTHROP GRUMMAN CORP,100.0,NORTHROP GRUMMAN CORP,NOC
1007645,ALLIANCE SANI LDFL,76842.854284,562212.0,PA,41.38835,-75.737311,2010,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT INC,WM
1004709,ALTAMONT GAS PLANT,25137.85,211112.0,UT,40.35932,-110.28605,2010,KINDER MORGAN INC,100.0,KINDER MORGAN INC,KMI
1007030,AMERICAN PROTEINS INCORPORATED HANCEVILLE DIVISION,77549.78,311613.0,AL,33.955694,-86.815268,2010,TYSON FOODS INC,100.0,TYSON FOODS INC,TSN
1005072,"AMGEN MANUFACTURING, LIMITED",27381.406,325412.0,PR,18.235793,-65.904429,2010,AMGEN INC,100.0,AMGEN INC,AMGN
1007839,ANDERSON LANDFILL,35395.704675,562212.0,CA,40.41754,-122.35787,2010,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT INC,WM
1005969,ANDERSONS CLYMERS ETHANOL LLC,178681.5,325193.0,IN,40.719022,-86.435982,2010,MARATHON PETROLEUM CORP,50.0,MARATHON PETROLEUM CORP,MPC
1006864,"ANP Bellingham Energy Company, LLC",691636.736,221112.0,MA,42.1113,-71.4529,2010,Vistra Corp,100.0,VISTRA CORP,VST
1006657,"ANP Blackstone Energy Company, LLC",699837.556,221112.0,MA,42.0575,-71.5172,2010,Vistra Corp,100.0,VISTRA CORP,VST
1007710,ANTELOPE VALLEY RECYCLING AND DISPOSAL FACILITY,74840.577122,562212.0,CA,34.56786,-118.13934,2010,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT INC,WM
1004003,APACHE JUNCTION LANDFILL,133527.5,562212.0,AZ,33.377246,-111.528771,2010,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES INC,RSG
1004352,APEX REGIONAL LANDFILL,55467.48,562212.0,NV,36.29423,-115.28183,2010,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES INC,RSG
1001423,APS Saguaro Power Plant,6348.328,221112.0,AZ,32.5517,-111.3,2010,PINNACLE WEST CAPITAL CORP,100.0,PINNACLE WEST CAPITAL CORP,PNW
1001422,APS West Phoenix Power Plant,779796.6,221112.0,AZ,33.4417,-112.1583,2010,PINNACLE WEST CAPITAL CORP,100.0,PINNACLE WEST CAPITAL CORP,PNW
1002916,ARCHER DANIEL MIDLAND COMPANY,1042787.52,311221.0,NE,41.42139,-97.288612,2010,ARCHER DANIELS MIDLAND CO,100.0,ARCHER DANIELS MIDLAND CO,ADM
1001945,ARCHER DANIELS MIDLAND,213512.098,311221.0,MN,44.474067,-95.783679,2010,ARCHER DANIELS MIDLAND CO,100.0,ARCHER DANIELS MIDLAND CO,ADM
1003215,ARCHER DANIELS MIDLAND,48851.416,311222.0,IN,40.2853,-86.5479,2010,ARCHER DANIELS MIDLAND CO,100.0,ARCHER DANIELS MIDLAND CO,ADM
1005935,ARCHER DANIELS MIDLAND COMPANY,171443.456,311222.0,NE,40.86667,-96.619116,2010,ARCHER DANIELS MIDLAND CO,100.0,ARCHER DANIELS MIDLAND CO,ADM
1005940,ARCHER DANIELS MIDLAND PROCESSING,38370.754,311225.0,ND,48.062189,-100.924361,2010,ARCHER DANIELS MIDLAND CO,100.0,ARCHER DANIELS MIDLAND CO,ADM
1003456,ARDEN LDFL,40903.008004,562212.0,PA,40.208427,-80.264771,2010,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT INC,WM
1002515,ARTESIA GAS PLANT,60714.236,211112.0,NM,32.7564,-104.2111,2010,PHILLIPS 66,86.8,PHILLIPS 66,PSX
1007800,ATASCOCITA RECYCLING AND DISPOSAL FACILITY,292165.362699,562212.0,TX,29.95135,-95.24966,2010,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT INC,WM
1002571,ATK Launch Systems Inc,48084.244,336415.0,UT,41.646081,-112.431023,2010,NORTHROP GRUMMAN CORP,100.0,NORTHROP GRUMMAN CORP,NOC
1003826,ATLANTIC WASTE DISPOSAL INC - SUSSEX COUNTY LAND,187533.916557,562212.0,VA,37.061279,-77.177106,2010,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT INC,WM
1006132,AUTUMN HILLS RECYCLING AND DISPOSAL FACILITY,88772.335661,562212.0,MI,42.780647,-85.920569,2010,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT INC,WM
1003033,AVA LANDFILL,62072.148,562212.0,NY,43.461,-75.412,2010,ONEIDA HERKIMER SOLID WASTE MANAGEMENT AUTHORITY INC,100.0,ONEIDA HERKIMER SOLID WASTE MANAGEMENT AUTHORITY INC,WM
1007682,AZUSA LAND RECLAMATION CO INC INERT LF,105657.237475,562212.0,CA,34.11432,-117.92861,2010,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT INC,WM
1000378,Abbott Laboratories,26573.7,311514.0,AZ,32.894,-111.78312,2010,ABBOTT LABORATORIES,100.0,ABBOTT LABORATORIES,ABT
1003205,Abbott Nutrition - A Division of Abbott Laboratories,27525.194,311514.0,VA,37.130556,-79.267778,2010,ABBOTT LABORATORIES,100.0,ABBOTT LABORATORIES,ABT
1007357,Abilene Regional Landfill,83297.5,562212.0,TX,32.534633,-99.753812,2010,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES INC,RSG
1001347,Acadia Power Station,1226380.756,221112.0,LA,30.4284,-92.4112,2010,ENTERGY CORP,50.0,ENTERGY CORP,ETR
1006553,"Advanced Tri-Gen Power Systems, LLC",125856.376,221112.0,IL,40.84299,-89.56419,2010,CATERPILLAR INC,100.0,CATERPILLAR INC,CAT
1006943,Air Products LLC - Pasadena SMR,572713.0,325120.0,TX,29.716191,-95.194361,2010,AIR PRODUCTS & CHEMICALS INC,100.0,AIR PRODUCTS & CHEMICALS INC,APD
1003160,Air Products La Porte Facility,57848.254,325120.0,TX,29.702,-95.071,2010,AIR PRODUCTS & CHEMICALS INC,100.0,AIR PRODUCTS & CHEMICALS INC,APD
1006402,Air Products Port Arthur Facility,2395575.22,325120.0,TX,29.859444,-93.965833,2010,AIR PRODUCTS & CHEMICALS INC,100.0,AIR PRODUCTS & CHEMICALS INC,APD
1004586,"Air Products and Chemicals, Inc. - BR SMR",362429.0,325120.0,LA,30.493536,-91.187226,2010,AIR PRODUCTS & CHEMICALS INC,100.0,AIR PRODUCTS & CHEMICALS INC,APD
1005852,"Air Products and Chemicals, Inc. - Joliet, IL H2 Plant",76077.1,325120.0,IL,41.413831,-88.18346,2010,AIR PRODUCTS & CHEMICALS INC,100.0,AIR PRODUCTS & CHEMICALS INC,APD
1003570,Albemarle Corporation Bayport Plant,103883.0,325188.0,TX,29.64174,-95.0654,2010,ALBEMARLE CORP,100.0,ALBEMARLE CORP,ALB
1003411,Alderson Regional Landfill,37839.84145,562212.0,OK,34.89762,-95.6836,2010,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES INC,RSG
1000691,Allen S King,3445538.476,221112.0,MN,45.03,-92.7786,2010,XCEL ENERGY INC,100.0,XCEL ENERGY INC,XEL
1000039,Alstom Grid LLC,170.0,335313.0,PA,40.124713,-79.930463,2010,GENERAL ELECTRIC CO,100.0,GENERAL ELECTRIC CO,GE
1007699,Altamont Landfill & Resource Recovery Facility,211971.382709,562212.0,CA,37.753333,-121.648611,2010,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT INC,WM
1004465,American Canyon Landfill,51675.5,562212.0,CA,38.1809,-122.281,2010,NAPA VALLEGO WASTE MANAGEMENT AUTHORITY,100.0,NAPA VALLEGO WASTE MANAGEMENT AUTHORITY,WM
1007915,"American Proteins, Inc. - Cumming",55594.4,311613.0,GA,34.281587,-84.058034,2010,TYSON FOODS INC,100.0,TYSON FOODS INC,TSN
1007246,Anclote Power Plant,1483116.344,221112.0,FL,28.1844,-82.7887,2010,DUKE ENERGY CORP,100.0,DUKE ENERGY CORP,DUK
1001097,Angus Anson,58195.848,221112.0,SD,43.6033,-96.6369,2010,XCEL ENERGY INC,100.0,XCEL ENERGY INC,XEL
1000068,Apex Generating Station,688559.448,221112.0,NV,36.4178,-114.9622,2010,SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY,100.0,SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY,SO
1005661,Archer Daniels Midland Co.,4466380.076,311221.0,IL,39.8675,-88.885,2010,ARCHER DANIELS MIDLAND CO,100.0,ARCHER DANIELS MIDLAND CO,ADM
1005286,Arconic Inc. - Cleveland Works,66769.24,332112.0,OH,41.4476,-81.67533,2010,HOWMET AEROSPACE INC,100.0,HOWMET AEROSPACE INC,HWM
1001760,Arkansas Loop & Simpson Treating Plants,74564.72,211111.0,CO,37.0532,-107.7855,2010,KINDER MORGAN INC,49.0,KINDER MORGAN INC,KMI
1001609,Arsenal Hill Power Plant,576710.164,221112.0,LA,32.5181,-93.7611,2010,AMERICAN ELECTRIC POWER CO INC,100.0,AMERICAN ELECTRIC POWER CO INC,AEP
1007180,Asheville Steam Electric Plant,2404067.23,221112.0,NC,35.4714,-82.5431,2010,DUKE ENERGY CORP,100.0,DUKE ENERGY CORP,DUK
1000132,Astoria Gas Turbine Power,41357.51,221112.0,NY,40.7864,-73.9133,2010,NRG ENERGY INC,100.0,NRG ENERGY INC,NRG
1003450,Atkinson County - S.R. 50 MSW Landfill,24599.75,562212.0,GA,31.369779,-83.014653,2010,SOLID WASTE MANAGEMENT AUTHORITY OF ATKINSON COUNTY,100.0,SOLID WASTE MANAGEMENT AUTHORITY OF ATKINSON COUNTY,WM
1006523,Atmos Energy Corporation - APT Howard,35044.568,486210.0,TX,32.92548,-96.81613,2010,ATMOS ENERGY CORP,100.0,ATMOS ENERGY CORP,ATO
1007247,Attala Generating Plant,590134.412,221112.0,MS,33.0142,-89.6758,2010,ENTERGY CORP,100.0,ENTERGY CORP,ETR
1001379,Audrain Power Plant,36163.316,221112.0,MO,39.3092,-91.5369,2010,AMEREN CORP,100.0,AMEREN CORP,AEE
1003412,BACKRIDGE LANDFILL,89705.0,562212.0,MO,40.0161,-91.5217,2010,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES INC,RSG
1004406,BARSTOW SANITARY LANDFILL,40116.5,562212.0,CA,34.837222,-117.017655,2010,SAN BERNARDINO COUNTY SOLID WASTE MANAGEMENT DIV,100.0,SAN BERNARDINO COUNTY SOLID WASTE MANAGEMENT DIV,WM
1007684,BAYTOWN LANDFILL,63153.8182,562212.0,TX,29.680398,-94.930647,2010,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT INC,WM
1006416,BEAUMONT POLYETHYLENE PLANT,19872.876,325211.0,TX,30.068247,-94.23005,2010,EXXON MOBIL CORP,100.0,EXXON MOBIL CORP,XOM
1003744,BEECHER LANDFILL,82098.25,562212.0,IL,41.384792,-87.63704,2010,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT INC,WM
1003718,BENTONITE PERFORMANCE MINERALS LLC LOVELL,42988.0,212325.0,WY,44.82434,-108.14365,2010,HALLIBURTON CO,100.0,HALLIBURTON CO,HAL
1003913,BENTONITE PERFORMANCE MINERALS-COLONY,36223.61,212325.0,SD,44.68109,-103.8518,2010,HALLIBURTON CO,100.0,HALLIBURTON CO,HAL
1006223,BIG RIVER LANDFILL,186743.453075,562212.0,MS,33.408492,-90.962802,2010,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES INC,RSG
1004354,BIGFOOT RUN LANDFILL,9097.7,562212.0,OH,39.36463,-84.168816,2010,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES INC,RSG
1000383,BIOGEN INC,35793.65,325414.0,MA,42.36779,-71.07418,2010,BIOGEN INC,100.0,BIOGEN INC,BIIB
1001132,BLOCK 31 GAS PLANT,103134.92,211111.0,TX,31.4417,-102.462,2010,OCCIDENTAL PETROLEUM CORP,100.0,OCCIDENTAL PETROLEUM CORP,OXY
1005891,BLUE RIDGE LANDFILL,216960.0,562212.0,TX,29.555893,-95.441863,2010,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES INC,RSG
1004082,BLUE RIDGE RECYCLING & DISPOSAL FACILITY,84225.6,562212.0,KY,37.71186,-83.97614,2010,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT INC,WM
1000638,BOEING HELICOPTER DIV,29215.392,336411.0,PA,39.862773,-75.321425,2010,THE BOEING CO,100.0,THE BOEING CO,BA
1006301,BORGER REFINERY,2189968.576,324110.0,TX,35.70306,-101.36305,2010,PHILLIPS 66,100.0,PHILLIPS 66,PSX
1006661,BOULDER LANDFILL,11074.886125,562212.0,CO,39.95028,-105.201274,2010,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES INC,RSG
1007367,BPE GPRP Grasslands Gas Plant,49742.312,211112.0,ND,47.59043,-104.0005,2010,ONEOK INC,100.0,ONEOK INC,OKE
1003356,BRADLEY COUNTY LANDFILL,123624.25,562212.0,TN,35.156568,-84.958905,2010,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES INC,RSG
1007951,BRADLEY LANDFILL & RECYCLING CENTER,179337.916197,562212.0,CA,34.2394,-118.3846,2010,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT INC,WM
1004026,BRICKYARD DISPOSAL LANDFILL,50847.14,562212.0,IL,40.099998,-87.599998,2010,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES INC,RSG
1007026,BRIDGETON LANDFILL,14387.5,562212.0,MO,38.77,-90.44526,2010,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES INC,RSG
1006828,BRISTOL MYERS SQUIBB INC,61896.966,325412.0,NJ,40.46957,-74.438488,2010,BRISTOL-MYERS SQUIBB CO,100.0,BRISTOL-MYERS SQUIBB CO,BMY
1002436,BROOME CO NANTICOKE LANDFILL,87913.5,562212.0,NY,42.24379,-75.98545,2010,BROOME COUNTY DIV OF SOLID WASTE MANAGEMENT,100.0,BROOME COUNTY DIV OF SOLID WASTE MANAGEMENT,WM
1001726,BROWN-FORMAN DISTILLERY (FORMERLY EARLY TIMES DISTILLERS CO),46217.392,312140.0,KY,38.20832,-85.79272,2010,BROWN-FORMAN CORP,100.0,BROWN-FORMAN CORP,BF.B
1007680,BRUNSWICK WASTE MANAGEMENT FACILITY,101007.5,562212.0,VA,36.744298,-77.802739,2010,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES INC,RSG
1005022,BUNGE NORTH AMERICA INC,44127.784,311222.0,LA,29.939649,-90.348691,2010,BUNGE CHEVRON AG RENEWABLES LLC,100.0,BUNGE CHEVRON AG RENEWABLES LLC,CVX
1005019,BUNGE NORTH AMERICA INC,88275.514,311222.0,IL,37.01433,-89.17734,2010,BUNGE CHEVRON AG RENEWABLES LLC,100.0,BUNGE CHEVRON AG RENEWABLES LLC,CVX
1007743,BURNSVILLE SANITARY LANDFILL,76623.485735,562212.0,MN,44.785343,-93.318085,2010,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT INC,WM
1004355,BUTLER COUNTY LANDFILL,19110.0,562212.0,MO,36.88588,-90.3113,2010,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES INC,RSG
1007815,BUTTERFIELD STATION LANDFILL,29955.798018,562212.0,AZ,33.077084,-112.280658,2010,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT INC,WM
1002087,Bainbridge Compressor Station,116104.31,486210.0,IN,39.75982,-86.85381,2010,PHILLIPS 66,25.0,PHILLIPS 66,PSX
1007302,Baldwin Energy Complex,11829246.98,221112.0,IL,38.205,-89.855,2010,Vistra Corp,100.0,VISTRA CORP,VST
1002877,"Barrick Goldstrike Mines, Inc.",255534.81,212221.0,NV,40.981115,-116.37644,2010,NEWMONT CORP,38.5,NEWMONT CORP,NEM
1001412,Barry,10361598.894,221112.0,AL,31.0069,-88.0103,2010,THE SOUTHERN CO,100.0,THE SOUTHERN CO,SO
1000978,Bay Front,133255.398,221112.0,WI,46.5869,-90.9017,2010,XCEL ENERGY INC,100.0,XCEL ENERGY INC,XEL
1002343,Beatrice Compressor Station,28369.944,486210.0,NE,40.220033,-96.745841,2010,BERKSHIRE HATHAWAY INC,100.0,BERKSHIRE HATHAWAY INC,BRK.B
1002488,Beaver,87270.272,221112.0,OR,46.172817,-123.17502,2010,PORTLAND GENERAL ELECTRIC CO,100.0,PORTLAND GENERAL ELECTRIC CO,GE
1002006,Beaver Compressor Station,45316.18,486210.0,OK,36.61706,-100.425269,2010,BERKSHIRE HATHAWAY INC,100.0,BERKSHIRE HATHAWAY INC,BRK.B
1001187,Belews Creek,12512904.198,221112.0,NC,36.2811,-80.0603,2010,DUKE ENERGY CORP,100.0,DUKE ENERGY CORP,DUK
1001011,Belle River,8194732.742,221112.0,MI,42.7748,-82.4945,2010,DTE ENERGY CO,100.0,DTE ENERGY CO,DTE
1004564,Belle River Compressor Station,42808.434,221210.0,MI,42.788,-82.5332,2010,DTE ENERGY CO,100.0,DTE ENERGY CO,DTE
1001207,Bellingham,433650.39,221112.0,MA,42.0925,-71.4833,2010,NEXTERA ENERGY INC,100.0,NEXTERA ENERGY INC,NEE
1003413,Benson Valley LF,71161.948,562212.0,KY,38.130462,-84.98666,2010,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES INC,RSG
1002444,Bertrand Compressor Station,86532.13,486210.0,NE,40.5087,-99.478382,2010,PHILLIPS 66,25.0,PHILLIPS 66,PSX
1001587,Big Sandy,5914486.3,221112.0,KY,38.1707,-82.6176,2010,AMERICAN ELECTRIC POWER CO INC,100.0,AMERICAN ELECTRIC POWER CO INC,AEP
1006218,Billy Wright Landfill,25402.5,562212.0,CA,37.0388,-120.9729,2010,MERCED COUNTY REGIONAL WASTE MANAGEMENT AUTHORITY,100.0,MERCED COUNTY REGIONAL WASTE MANAGEMENT AUTHORITY,WM
1000689,Black Dog,1468849.78,221112.0,MN,44.8108,-93.2501,2010,XCEL ENERGY INC,100.0,XCEL ENERGY INC,XEL
1004551,Blacks Fork Gas Plant,62656.46,211112.0,WY,41.554684,-110.048865,2010,MARATHON PETROLEUM CORP,100.0,MARATHON PETROLEUM CORP,MPC
1005585,Blanchard Refining Company LLC,7627297.27,324110.0,TX,29.3775,-94.9328,2010,MARATHON PETROLEUM CORP,100.0,MARATHON PETROLEUM CORP,MPC
1000424,Blue Lake Generating Plant,75008.806,221112.0,MN,44.7855,-93.4315,2010,XCEL ENERGY INC,100.0,XCEL ENERGY INC,XEL
